Position,Classification code,Current Step,current_monthly,monthly_pay_at_contract_end,difference in monthly pay,pct_change
Office Specialist 1,103,5,3218,4002,784,24.36%
Office Specialist 1,103,6,3335,4148,813,24.38%
Office Specialist 1,103,7,3483,4332,849,24.38%
Office Specialist 1,103,8,3629,4514,885,24.39%
Office Specialist 1,103,9,3790,4502,712,18.79%
Office Specialist 1,103,10,3964,4498,534,13.47%
Office Specialist 2,104,1,3005,3738,733,24.39%
Office Specialist 2,104,2,3095,3849,754,24.36%
Office Specialist 2,104,3,3218,4002,784,24.36%
Office Specialist 2,104,4,3335,4148,813,24.38%
Office Specialist 2,104,5,3483,4332,849,24.38%
Office Specialist 2,104,6,3629,4514,885,24.39%
Office Specialist 2,104,7,3790,4714,924,24.38%
Office Specialist 2,104,8,3964,4930,966,24.37%
Office Specialist 2,104,9,4155,4936,781,18.80%
Office Specialist 2,104,10,4356,4943,587,13.48%
Operations & Policy Analyst 1,870,1,4155,5168,1013,24.38%
Operations & Policy Analyst 1,870,2,4356,5418,1062,24.38%
Operations & Policy Analyst 1,870,3,4555,5666,1111,24.39%
Operations & Policy Analyst 1,870,4,4776,5941,1165,24.39%
Operations & Policy Analyst 1,870,5,5019,6243,1224,24.39%
Operations & Policy Analyst 1,870,6,5256,6538,1282,24.39%
Operations & Policy Analyst 1,870,7,5503,6845,1342,24.39%
Operations & Policy Analyst 1,870,8,5771,7178,1407,24.38%
Operations & Policy Analyst 1,870,9,6051,7189,1138,18.81%
Operations & Policy Analyst 1,870,10,6350,7205,855,13.46%
Operations & Policy Analyst 2,871,1,5019,6243,1224,24.39%
Operations & Policy Analyst 2,871,2,5256,6538,1282,24.39%
Operations & Policy Analyst 2,871,3,5503,6845,1342,24.39%
Operations & Policy Analyst 2,871,4,5771,7178,1407,24.38%
Operations & Policy Analyst 2,871,5,6051,7527,1476,24.39%
Operations & Policy Analyst 2,871,6,6350,7898,1548,24.38%
Operations & Policy Analyst 2,871,7,6664,8289,1625,24.38%
Operations & Policy Analyst 2,871,8,6982,8685,1703,24.39%
Operations & Policy Analyst 2,871,9,7327,8705,1378,18.81%
Operations & Policy Analyst 2,871,10,7678,8712,1034,13.47%
Operations & Policy Analyst 3,873,1,5771,7178,1407,24.38%
Operations & Policy Analyst 3,873,1,5771,7178,1407,24.38%
Operations & Policy Analyst 3,873,2,6051,7527,1476,24.39%
Operations & Policy Analyst 3,873,2,6051,7527,1476,24.39%
Operations & Policy Analyst 3,873,3,6350,7898,1548,24.38%
Operations & Policy Analyst 3,873,3,6350,7898,1548,24.38%
Operations & Policy Analyst 3,873,4,6664,8289,1625,24.38%
Operations & Policy Analyst 3,873,4,6664,8289,1625,24.38%
Operations & Policy Analyst 3,873,5,6982,8685,1703,24.39%
Operations & Policy Analyst 3,873,5,6982,8685,1703,24.39%
Operations & Policy Analyst 3,873,6,7327,9114,1787,24.39%
Operations & Policy Analyst 3,873,6,7327,9114,1787,24.39%
Operations & Policy Analyst 3,873,7,7678,9550,1872,24.38%
Operations & Policy Analyst 3,873,7,7678,9550,1872,24.38%
Operations & Policy Analyst 3,873,8,8057,10022,1965,24.39%
Operations & Policy Analyst 3,873,8,8057,10022,1965,24.39%
Operations & Policy Analyst 3,873,9,8450,10039,1589,18.80%
Operations & Policy Analyst 3,873,9,8450,10039,1589,18.80%
Operations & Policy Analyst 3,873,10,8870,10065,1195,13.47%
Operations & Policy Analyst 3,873,10,8870,10065,1195,13.47%
Operations & Policy Analyst 4,873,1,6350,7898,1548,24.38%
Operations & Policy Analyst 4,873,2,6664,8289,1625,24.38%
Operations & Policy Analyst 4,873,3,6982,8685,1703,24.39%
Operations & Policy Analyst 4,873,4,7327,9114,1787,24.39%
Operations & Policy Analyst 4,873,5,7678,9550,1872,24.38%
Operations & Policy Analyst 4,873,6,8057,10022,1965,24.39%
Operations & Policy Analyst 4,873,7,8450,10511,2061,24.39%
Operations & Policy Analyst 4,873,8,8870,11033,2163,24.39%
Operations & Policy Analyst 4,873,9,9293,11040,1747,18.80%
Operations & Policy Analyst 4,873,10,9751,11065,1314,13.48%
Painter,4001,1,3964,4930,966,24.37%
Painter,4001,2,4155,5168,1013,24.38%
Painter,4001,3,4356,5418,1062,24.38%
Painter,4001,4,4555,5666,1111,24.39%
Painter,4001,5,4776,5941,1165,24.39%
Painter,4001,6,5019,6243,1224,24.39%
Painter,4001,7,5256,6538,1282,24.39%
Painter,4001,8,5503,6845,1342,24.39%
Painter,4001,9,5771,6856,1085,18.80%
Painter,4001,10,6051,6866,815,13.47%
Paralegal,1534,1,4776,5941,1165,24.39%
Paralegal,1534,2,5019,6243,1224,24.39%
Paralegal,1534,3,5256,6538,1282,24.39%
Paralegal,1534,4,5503,6845,1342,24.39%
Paralegal,1534,5,5771,7178,1407,24.38%
Paralegal,1534,6,6051,7527,1476,24.39%
Paralegal,1534,7,6350,7898,1548,24.38%
Paralegal,1534,8,6664,8289,1625,24.38%
Paralegal,1534,9,6982,8295,1313,18.81%
Paralegal,1534,10,7327,8314,987,13.47%
Park Ranger 1,8434,1,0,0,0,
Park Ranger 1,8434,1,0,0,0,
Park Ranger 1,8434,2,3483,4332,849,24.38%
Park Ranger 1,8434,2,3483,4332,849,24.38%
Park Ranger 1,8434,3,3629,4514,885,24.39%
Park Ranger 1,8434,3,3629,4514,885,24.39%
Park Ranger 1,8434,4,3790,4714,924,24.38%
Park Ranger 1,8434,4,3790,4714,924,24.38%
Park Ranger 1,8434,5,3964,4930,966,24.37%
Park Ranger 1,8434,5,3964,4930,966,24.37%
Park Ranger 1,8434,6,4155,5168,1013,24.38%
Park Ranger 1,8434,6,4155,5168,1013,24.38%
Park Ranger 1,8434,7,4356,5418,1062,24.38%
Park Ranger 1,8434,7,4356,5418,1062,24.38%
Park Ranger 1,8434,8,4555,5666,1111,24.39%
Park Ranger 1,8434,8,4555,5666,1111,24.39%
Park Ranger 1,8434,9,4776,5674,898,18.80%
Park Ranger 1,8434,9,4776,5674,898,18.80%
Park Ranger 1,8434,10,5007,5681,674,13.46%
Park Ranger 1,8434,10,5007,5681,674,13.46%
Park Ranger 2,8435,1,3629,4514,885,24.39%
Park Ranger 2,8435,2,3790,4714,924,24.38%
Park Ranger 2,8435,3,3964,4930,966,24.37%
Park Ranger 2,8435,4,4155,5168,1013,24.38%
Park Ranger 2,8435,5,4356,5418,1062,24.38%
Park Ranger 2,8435,6,4555,5666,1111,24.39%
Park Ranger 2,8435,7,4776,5941,1165,24.39%
Park Ranger 2,8435,8,5019,6243,1224,24.39%
Park Ranger 2,8435,9,5256,6244,988,18.80%
Park Ranger 2,8435,10,5503,6244,741,13.47%
Park Ranger 3,8436,1,3964,4930,966,24.37%
Park Ranger 3,8436,2,4155,5168,1013,24.38%
Park Ranger 3,8436,3,4356,5418,1062,24.38%
Park Ranger 3,8436,4,4555,5666,1111,24.39%
Park Ranger 3,8436,5,4776,5941,1165,24.39%
Park Ranger 3,8436,6,5019,6243,1224,24.39%
Park Ranger 3,8436,7,5256,6538,1282,24.39%
Park Ranger 3,8436,8,5503,6845,1342,24.39%
Park Ranger 3,8436,9,5771,6856,1085,18.80%
Park Ranger 3,8436,10,6051,6866,815,13.47%
Park Ranger Assistant,8433,1,0,0,0,
Park Ranger Assistant,8433,2,0,0,0,
Park Ranger Assistant,8433,3,0,0,0,
Park Ranger Assistant,8433,4,3005,3738,733,24.39%
Park Ranger Assistant,8433,5,3095,3849,754,24.36%
Park Ranger Assistant,8433,6,3218,4002,784,24.36%
Park Ranger Assistant,8433,7,3335,4148,813,24.38%
Park Ranger Assistant,8433,8,3483,4332,849,24.38%
Park Ranger Assistant,8433,9,3629,4311,682,18.79%
Park Ranger Assistant,8433,10,3790,4300,510,13.46%
Park Specialist,8445,1,3218,4002,784,24.36%
Park Specialist,8445,2,3335,4148,813,24.38%
Park Specialist,8445,3,3483,4332,849,24.38%
Park Specialist,8445,4,3629,4514,885,24.39%
Park Specialist,8445,5,3790,4714,924,24.38%
Park Specialist,8445,6,3964,4930,966,24.37%
Park Specialist,8445,7,4155,5168,1013,24.38%
Park Specialist,8445,8,4356,5418,1062,24.38%
Park Specialist,8445,9,4555,5411,856,18.79%
Park Specialist,8445,10,4776,5419,643,13.46%
Parking Services Representative,5550,1,0,0,0,
Parking Services Representative,5550,2,3005,3738,733,24.39%
Parking Services Representative,5550,3,3095,3849,754,24.36%
Parking Services Representative,5550,4,3218,4002,784,24.36%
Parking Services Representative,5550,5,3335,4148,813,24.38%
Parking Services Representative,5550,6,3483,4332,849,24.38%
Parking Services Representative,5550,7,3629,4514,885,24.39%
Parking Services Representative,5550,8,3790,4714,924,24.38%
Parking Services Representative,5550,9,3964,4709,745,18.79%
Parking Services Representative,5550,10,4155,4714,559,13.45%
Parts Specialist 2,783,1,3629,4514,885,24.39%
Parts Specialist 2,783,2,3790,4714,924,24.38%
Parts Specialist 2,783,3,3964,4930,966,24.37%
Parts Specialist 2,783,4,4155,5168,1013,24.38%
Parts Specialist 2,783,5,4356,5418,1062,24.38%
Parts Specialist 2,783,6,4555,5666,1111,24.39%
Parts Specialist 2,783,7,4776,5941,1165,24.39%
Parts Specialist 2,783,8,5019,6243,1224,24.39%
Parts Specialist 2,783,9,5256,6244,988,18.80%
Parts Specialist 2,783,10,5503,6244,741,13.47%
Payroll Analyst,314,1,3790,4714,924,24.38%
Payroll Analyst,314,2,3964,4930,966,24.37%
Payroll Analyst,314,3,4155,5168,1013,24.38%
Payroll Analyst,314,4,4356,5418,1062,24.38%
Payroll Analyst,314,5,4555,5666,1111,24.39%
Payroll Analyst,314,6,4776,5941,1165,24.39%
Payroll Analyst,314,7,5019,6243,1224,24.39%
Payroll Analyst,314,8,5256,6538,1282,24.39%
Payroll Analyst,314,9,5503,6538,1035,18.81%
Payroll Analyst,314,10,5771,6548,777,13.46%
Pharmacist,6360,1,8870,11033,2163,24.39%
Pharmacist,6360,2,9293,11559,2266,24.38%
Pharmacist,6360,3,9751,12129,2378,24.39%
Pharmacist,6360,4,10242,12740,2498,24.39%
Pharmacist,6360,5,10740,13359,2619,24.39%
Pharmacist,6360,6,11267,14015,2748,24.39%
Pharmacist,6360,7,11825,14709,2884,24.39%
Pharmacist,6360,8,12408,15434,3026,24.39%
Pharmacist,6360,9,13020,15468,2448,18.80%
Pharmacist,6360,10,13662,15503,1841,13.48%
Pharmacist 2,6363,1,9751,12129,2378,24.39%
Pharmacist 2,6363,2,10242,12740,2498,24.39%
Pharmacist 2,6363,3,10740,13359,2619,24.39%
Pharmacist 2,6363,4,11267,14015,2748,24.39%
Pharmacist 2,6363,5,11825,14709,2884,24.39%
Pharmacist 2,6363,6,12408,15434,3026,24.39%
Pharmacist 2,6363,7,13020,16195,3175,24.39%
Pharmacist 2,6363,8,13662,16994,3332,24.39%
Pharmacist 2,6363,9,14337,17033,2696,18.80%
Pharmacist 2,6363,10,15046,17073,2027,13.47%
Pharmacist Resident,6361,1,4155,5168,1013,24.38%
Pharmacist Resident,6361,2,4356,5418,1062,24.38%
Pharmacist Resident,6361,3,4555,5666,1111,24.39%
Pharmacist Resident,6361,4,4776,5941,1165,24.39%
Pharmacist Resident,6361,5,5019,6243,1224,24.39%
Pharmacist Resident,6361,6,5256,6538,1282,24.39%
Pharmacist Resident,6361,7,5503,6845,1342,24.39%
Pharmacist Resident,6361,8,5771,7178,1407,24.38%
Pharmacist Resident,6361,9,6051,7189,1138,18.81%
Pharmacist Resident,6361,10,6350,7205,855,13.46%
Pharmacy Clerk & Technician 2,6388,1,3095,4030,935,30.21%
Pharmacy Clerk & Technician 2,6388,2,3218,4002,784,24.36%
Pharmacy Clerk & Technician 2,6388,3,3335,4148,813,24.38%
Pharmacy Clerk & Technician 2,6388,4,3483,4332,849,24.38%
Pharmacy Clerk & Technician 2,6388,5,3629,4514,885,24.39%
Pharmacy Clerk & Technician 2,6388,6,3790,4714,924,24.38%
Pharmacy Clerk & Technician 2,6388,7,3964,4930,966,24.37%
Pharmacy Clerk & Technician 2,6388,8,4155,5168,1013,24.38%
Pharmacy Clerk & Technician 2,6388,9,4356,5175,819,18.80%
Pharmacy Clerk & Technician 2,6388,10,4555,5168,613,13.46%
Pharmacy Clerk & Technician 3,6389,1,3218,4191,973,30.24%
Pharmacy Clerk & Technician 3,6389,2,3335,4148,813,24.38%
Pharmacy Clerk & Technician 3,6389,3,3483,4332,849,24.38%
Pharmacy Clerk & Technician 3,6389,4,3629,4514,885,24.39%
Pharmacy Clerk & Technician 3,6389,5,3790,4714,924,24.38%
Pharmacy Clerk & Technician 3,6389,6,3964,4930,966,24.37%
Pharmacy Clerk & Technician 3,6389,7,4155,5168,1013,24.38%
Pharmacy Clerk & Technician 3,6389,8,4356,5418,1062,24.38%
Pharmacy Clerk & Technician 3,6389,9,4555,5411,856,18.79%
Pharmacy Clerk & Technician 3,6389,10,4776,5419,643,13.46%
Physical Therapist,6503,1,6051,7527,1476,24.39%
Physical Therapist,6503,2,6350,7898,1548,24.38%
Physical Therapist,6503,3,6664,8289,1625,24.38%
Physical Therapist,6503,4,6982,8685,1703,24.39%
Physical Therapist,6503,5,7327,9114,1787,24.39%
Physical Therapist,6503,6,7678,9550,1872,24.38%
Physical Therapist,6503,7,8057,10022,1965,24.39%
Physical Therapist,6503,8,8450,10511,2061,24.39%
Physical Therapist,6503,9,8870,10538,1668,18.80%
Physical Therapist,6503,10,9293,10545,1252,13.47%
Physical/Electronic Security Technician,4037,1,3629,4514,885,24.39%
Physical/Electronic Security Technician,4037,2,3790,4714,924,24.38%
Physical/Electronic Security Technician,4037,3,3964,4930,966,24.37%
Physical/Electronic Security Technician,4037,4,4155,5168,1013,24.38%
Physical/Electronic Security Technician,4037,5,4356,5418,1062,24.38%
Physical/Electronic Security Technician,4037,6,4555,5666,1111,24.39%
Physical/Electronic Security Technician,4037,7,4776,5941,1165,24.39%
Physical/Electronic Security Technician,4037,8,5019,6243,1224,24.39%
Physical/Electronic Security Technician,4037,9,5256,6244,988,18.80%
Physical/Electronic Security Technician,4037,10,5503,6244,741,13.47%
Physical/Electronic Security Technician 3,4039,1,4356,5418,1062,24.38%
Physical/Electronic Security Technician 3,4039,2,4555,5666,1111,24.39%
Physical/Electronic Security Technician 3,4039,3,4776,5941,1165,24.39%
Physical/Electronic Security Technician 3,4039,4,5019,6243,1224,24.39%
Physical/Electronic Security Technician 3,4039,5,5256,6538,1282,24.39%
Physical/Electronic Security Technician 3,4039,6,5503,6845,1342,24.39%
Physical/Electronic Security Technician 3,4039,7,5771,7178,1407,24.38%
Physical/Electronic Security Technician 3,4039,8,6051,7527,1476,24.39%
Physical/Electronic Security Technician 3,4039,9,6350,7544,1194,18.80%
Physical/Electronic Security Technician 3,4039,10,6664,7562,898,13.48%
Physician's Assistant,6357,1,6664,8289,1625,24.38%
Physician's Assistant,6357,2,6982,8685,1703,24.39%
Physician's Assistant,6357,3,7327,9114,1787,24.39%
Physician's Assistant,6357,4,7678,9550,1872,24.38%
Physician's Assistant,6357,5,8057,10022,1965,24.39%
Physician's Assistant,6357,6,8450,10511,2061,24.39%
Physician's Assistant,6357,7,8870,11033,2163,24.39%
Physician's Assistant,6357,8,9293,11559,2266,24.38%
Physician's Assistant,6357,9,9751,11585,1834,18.81%
Physician's Assistant,6357,10,10242,11622,1380,13.47%
Planner 2,1097,1,5019,6243,1224,24.39%
Planner 2,1097,2,5256,6538,1282,24.39%
Planner 2,1097,3,5503,6845,1342,24.39%
Planner 2,1097,4,5771,7178,1407,24.38%
Planner 2,1097,5,6051,7527,1476,24.39%
Planner 2,1097,6,6350,7898,1548,24.38%
Planner 2,1097,7,6664,8289,1625,24.38%
Planner 2,1097,8,6982,8685,1703,24.39%
Planner 2,1097,9,7327,8705,1378,18.81%
Planner 2,1097,10,7678,8712,1034,13.47%
Plumber,4005,1,4356,5418,1062,24.38%
Plumber,4005,2,4555,5666,1111,24.39%
Plumber,4005,3,4776,5941,1165,24.39%
Plumber,4005,4,5019,6243,1224,24.39%
Plumber,4005,5,5256,6538,1282,24.39%
Plumber,4005,6,5503,6845,1342,24.39%
Plumber,4005,7,5771,7178,1407,24.38%
Plumber,4005,8,6051,7527,1476,24.39%
Plumber,4005,9,6350,7544,1194,18.80%
Plumber,4005,10,6664,7562,898,13.48%
Preadmissions Screening Specialist,6684,1,4356,5418,1062,24.38%
Preadmissions Screening Specialist,6684,2,4555,5666,1111,24.39%
Preadmissions Screening Specialist,6684,3,4776,5941,1165,24.39%
Preadmissions Screening Specialist,6684,4,5019,6243,1224,24.39%
Preadmissions Screening Specialist,6684,5,5256,6538,1282,24.39%
Preadmissions Screening Specialist,6684,6,5503,6845,1342,24.39%
Preadmissions Screening Specialist,6684,7,5771,7178,1407,24.38%
Preadmissions Screening Specialist,6684,8,6051,7527,1476,24.39%
Preadmissions Screening Specialist,6684,9,6350,7544,1194,18.80%
Preadmissions Screening Specialist,6684,10,6664,7562,898,13.48%
Print Services Technician,3446,1,3095,3849,754,24.36%
Print Services Technician,3446,2,3218,4002,784,24.36%
Print Services Technician,3446,3,3335,4148,813,24.38%
Print Services Technician,3446,4,3483,4332,849,24.38%
Print Services Technician,3446,5,3629,4514,885,24.39%
Print Services Technician,3446,6,3790,4714,924,24.38%
Print Services Technician,3446,7,3964,4930,966,24.37%
Print Services Technician,3446,8,4155,5168,1013,24.38%
Print Services Technician,3446,9,4356,5175,819,18.80%
Print Services Technician,3446,10,4555,5168,613,13.46%
Printing Production Coordinator,3475,1,4155,5168,1013,24.38%
Printing Production Coordinator,3475,2,4356,5418,1062,24.38%
Printing Production Coordinator,3475,3,4555,5666,1111,24.39%
Printing Production Coordinator,3475,4,4776,5941,1165,24.39%
Printing Production Coordinator,3475,5,5019,6243,1224,24.39%
Printing Production Coordinator,3475,6,5256,6538,1282,24.39%
Printing Production Coordinator,3475,7,5503,6845,1342,24.39%
Printing Production Coordinator,3475,8,5771,7178,1407,24.38%
Printing Production Coordinator,3475,9,6051,7189,1138,18.81%
Printing Production Coordinator,3475,10,6350,7205,855,13.46%
Procurement & Contract Specialist 1,436,1,4155,5168,1013,24.38%
Procurement & Contract Specialist 1,436,1,4155,5168,1013,24.38%
Procurement & Contract Specialist 1,436,2,4356,5418,1062,24.38%
Procurement & Contract Specialist 1,436,2,4356,5418,1062,24.38%
Procurement & Contract Specialist 1,436,3,4555,5666,1111,24.39%
Procurement & Contract Specialist 1,436,3,4555,5666,1111,24.39%
Procurement & Contract Specialist 1,436,4,4776,5941,1165,24.39%
Procurement & Contract Specialist 1,436,4,4776,5941,1165,24.39%
Procurement & Contract Specialist 1,436,5,5019,6243,1224,24.39%
Procurement & Contract Specialist 1,436,5,5019,6243,1224,24.39%
Procurement & Contract Specialist 1,436,6,5256,6538,1282,24.39%
Procurement & Contract Specialist 1,436,6,5256,6538,1282,24.39%
Procurement & Contract Specialist 1,436,7,5503,6845,1342,24.39%
Procurement & Contract Specialist 1,436,7,5503,6845,1342,24.39%
Procurement & Contract Specialist 1,436,8,5771,7178,1407,24.38%
Procurement & Contract Specialist 1,436,8,5771,7178,1407,24.38%
Procurement & Contract Specialist 1,436,9,6051,7189,1138,18.81%
Procurement & Contract Specialist 1,436,9,6051,7189,1138,18.81%
Procurement & Contract Specialist 1,436,10,6350,7205,855,13.46%
Procurement & Contract Specialist 1,436,10,6350,7205,855,13.46%
Procurement & Contract Specialist 2,437,1,5019,6243,1224,24.39%
Procurement & Contract Specialist 2,437,2,5256,6538,1282,24.39%
Procurement & Contract Specialist 2,437,3,5503,6845,1342,24.39%
Procurement & Contract Specialist 2,437,4,5771,7178,1407,24.38%
Procurement & Contract Specialist 2,437,5,6051,7527,1476,24.39%
Procurement & Contract Specialist 2,437,6,6350,7898,1548,24.38%
Procurement & Contract Specialist 2,437,7,6664,8289,1625,24.38%
Procurement & Contract Specialist 2,437,8,6982,8685,1703,24.39%
Procurement & Contract Specialist 2,437,9,7327,8705,1378,18.81%
Procurement & Contract Specialist 2,437,10,7678,8712,1034,13.47%
Procurement & Contract Specialist 3,438,1,5503,6845,1342,24.39%
Procurement & Contract Specialist 3,438,2,5771,7178,1407,24.38%
Procurement & Contract Specialist 3,438,3,6051,7527,1476,24.39%
Procurement & Contract Specialist 3,438,4,6350,7898,1548,24.38%
Procurement & Contract Specialist 3,438,5,6664,8289,1625,24.38%
Procurement & Contract Specialist 3,438,6,6982,8685,1703,24.39%
Procurement & Contract Specialist 3,438,7,7327,9114,1787,24.39%
Procurement & Contract Specialist 3,438,8,7678,9550,1872,24.38%
Procurement & Contract Specialist 3,438,9,8057,9572,1515,18.80%
Procurement & Contract Specialist 3,438,10,8450,9588,1138,13.47%
Procurement And Contract Assistant,435,1,3483,4332,849,24.38%
Procurement And Contract Assistant,435,2,3629,4514,885,24.39%
Procurement And Contract Assistant,435,3,3790,4714,924,24.38%
Procurement And Contract Assistant,435,4,3964,4930,966,24.37%
Procurement And Contract Assistant,435,5,4155,5168,1013,24.38%
Procurement And Contract Assistant,435,6,4356,5418,1062,24.38%
Procurement And Contract Assistant,435,7,4555,5666,1111,24.39%
Procurement And Contract Assistant,435,8,4776,5941,1165,24.39%
Procurement And Contract Assistant,435,9,5019,5963,944,18.81%
